Symbol
NSE:DELTACORP-EQ
NSE:SONACOMS-EQ
NSE:RCF-EQ
NSE:MARUTI-EQ
NSE:WHIRLPOOL-EQ
NSE:UTIAMC-EQ
NSE:ADANIENT-EQ
NSE:VBL-EQ
NSE:INDIAMART-EQ
NSE:NAVINFLUOR-EQ
NSE:IDBI-EQ
NSE:ALLCARGO-EQ
NSE:TATAMOTORS-EQ
NSE:KOTAKBANK-EQ
NSE:TATAELXSI-EQ
NSE:BRITANNIA-EQ
NSE:PVRINOX-EQ
NSE:NYKAA-EQ
NSE:DEEPAKNTR-EQ
NSE:BHARTIARTL-EQ
NSE:ITI-EQ
NSE:ZYDUSWELL-EQ
NSE:CGCL-EQ
NSE:PAGEIND-EQ
NSE:SBICARD-EQ
NSE:ICICIBANK-EQ
NSE:GAEL-EQ
NSE:CONCOR-EQ
NSE:KPRMILL-EQ
NSE:LAXMIMACH-EQ
NSE:SUNDRMFAST-EQ
NSE:PRINCEPIPE-EQ
NSE:MINDACORP-EQ
NSE:AWL-EQ
NSE:HEG-EQ
NSE:SYMPHONY-EQ
NSE:IEX-EQ
NSE:GNFC-EQ
NSE:INDIGOPNTS-EQ
NSE:KRBL-EQ
NSE:TEJASNET-EQ
NSE:BANKBARODA-EQ
NSE:CERA-EQ
NSE:VINATIORGA-EQ
NSE:HLEGLAS-EQ
NSE:MTARTECH-EQ
NSE:TATACOMM-EQ
NSE:RITES-EQ
NSE:SYNGENE-EQ
NSE:CEATLTD-EQ
NSE:GILLETTE-EQ
NSE:AUROPHARMA-EQ
NSE:NAM-INDIA-EQ
NSE:ASHOKLEY-EQ
NSE:TITAN-EQ
NSE:ISEC-EQ
NSE:BATAINDIA-EQ
NSE:UNOMINDA-EQ
NSE:USHAMART-EQ
NSE:TIMKEN-EQ
NSE:INDUSINDBK-EQ
NSE:ATGL-EQ
NSE:JUSTDIAL-EQ
NSE:RATNAMANI-EQ
NSE:BBTC-EQ
NSE:LXCHEM-EQ
NSE:PRSMJOHNSN-EQ
NSE:BCG-EQ
NSE:IPCALAB-EQ
NSE:PPLPHARMA-EQ
NSE:MANKIND-EQ
NSE:SFL-EQ
NSE:GLENMARK-EQ
NSE:SYRMA-EQ
NSE:IRFC-EQ
NSE:PATANJALI-EQ
NSE:HDFCAMC-EQ
NSE:AJANTPHARM-EQ
NSE:ANGELONE-EQ
NSE:KIMS-EQ
NSE:DMART-EQ
NSE:ITC-EQ
NSE:BLS-EQ
NSE:SUNTV-EQ
NSE:LT-EQ
NSE:SUNTECK-EQ
NSE:GUJALKALI-EQ
NSE:RBLBANK-EQ
NSE:SUMICHEM-EQ
NSE:FEDERALBNK-EQ
NSE:COCHINSHIP-EQ
NSE:SWSOLAR-EQ
NSE:SUPRAJIT-EQ
NSE:IDEA-EQ
NSE:LUPIN-EQ
NSE:IDFC-EQ
NSE:NAZARA-EQ
NSE:PGHH-EQ
NSE:MSUMI-EQ
NSE:RAINBOW-EQ
NSE:HOMEFIRST-EQ
NSE:INDIACEM-EQ
NSE:CENTURYPLY-EQ
NSE:YESBANK-EQ
NSE:HINDUNILVR-EQ
NSE:TANLA-EQ
NSE:ASTERDM-EQ
NSE:ICICIGI-EQ
NSE:ADANIPOWER-EQ
NSE:HAL-EQ
NSE:APLAPOLLO-EQ
NSE:JKCEMENT-EQ
NSE:POLYPLEX-EQ
NSE:DALBHARAT-EQ
NSE:SKFINDIA-EQ
NSE:AUBANK-EQ
NSE:CHAMBLFERT-EQ
NSE:RELAXO-EQ
NSE:JBMA-EQ
NSE:DEEPAKFERT-EQ
NSE:GODREJIND-EQ
NSE:ZENSARTECH-EQ
NSE:ENDURANCE-EQ
NSE:RVNL-EQ
NSE:PIIND-EQ
NSE:RBA-EQ
NSE:IDFCFIRSTB-EQ
NSE:CARBORUNIV-EQ
NSE:DLF-EQ
NSE:MRF-EQ
NSE:CHEMPLASTS-EQ
NSE:JKLAKSHMI-EQ
NSE:SUVENPHAR-EQ
NSE:BSE-EQ
NSE:CLEAN-EQ
NSE:SOBHA-EQ
NSE:MEDPLUS-EQ
NSE:JUBLINGREA-EQ
NSE:VTL-EQ
NSE:NATCOPHARM-EQ
NSE:ACC-EQ
NSE:MARICO-EQ
NSE:DCMSHRIRAM-EQ
NSE:FINPIPE-EQ
NSE:FSL-EQ
NSE:IIFL-EQ
NSE:MAZDOCK-EQ
NSE:ROSSARI-EQ
NSE:ELGIEQUIP-EQ
NSE:INDUSTOWER-EQ
NSE:RAJESHEXPO-EQ
NSE:THERMAX-EQ
NSE:LUXIND-EQ
NSE:AMBUJACEM-EQ
NSE:AAVAS-EQ
NSE:HDFCBANK-EQ
NSE:SAREGAMA-EQ
NSE:JUBLFOOD-EQ
NSE:GODREJCP-EQ
NSE:HDFCLIFE-EQ
NSE:STLTECH-EQ
NSE:DATAPATTNS-EQ
NSE:ACI-EQ
NSE:ALOKINDS-EQ
NSE:MFSL-EQ
NSE:APTUS-EQ
NSE:ABB-EQ
NSE:GSFC-EQ
NSE:ADANIENSOL-EQ
NSE:VIJAYA-EQ
NSE:MPHASIS-EQ
NSE:NH-EQ
NSE:GRINDWELL-EQ
NSE:FINEORG-EQ
NSE:AXISBANK-EQ
NSE:ERIS-EQ
NSE:TRITURBINE-EQ
NSE:TATAINVEST-EQ
NSE:CRAFTSMAN-EQ
NSE:POLICYBZR-EQ
NSE:STARHEALTH-EQ
NSE:CESC-EQ
NSE:OBEROIRLTY-EQ
NSE:GRAPHITE-EQ
NSE:TATACHEM-EQ
NSE:BLUEDART-EQ
NSE:DABUR-EQ
NSE:POONAWALLA-EQ
NSE:EPL-EQ
NSE:JSWENERGY-EQ
NSE:ICICIPRULI-EQ
NSE:LALPATHLAB-EQ
NSE:SPARC-EQ
NSE:RALLIS-EQ
NSE:FACT-EQ
NSE:CGPOWER-EQ
NSE:CAMPUS-EQ
NSE:SAPPHIRE-EQ
NSE:360ONE-EQ
NSE:EPIGRAL-EQ
NSE:MANYAVAR-EQ
NSE:VAIBHAVGBL-EQ
NSE:MOTILALOFS-EQ
NSE:SHARDACROP-EQ
NSE:IBULHSGFIN-EQ
NSE:ALKYLAMINE-EQ
NSE:GESHIP-EQ
NSE:AETHER-EQ
NSE:PNBHOUSING-EQ
NSE:NETWORK18-EQ
NSE:KAJARIACER-EQ
NSE:PRESTIGE-EQ
NSE:GOCOLORS-EQ
NSE:AMBER-EQ
NSE:VMART-EQ
NSE:EIDPARRY-EQ
NSE:KARURVYSYA-EQ
NSE:FINCABLES-EQ
NSE:BALAMINES-EQ
NSE:QUESS-EQ
NSE:FLUOROCHEM-EQ
NSE:CHOLAHLDNG-EQ
NSE:ECLERX-EQ
NSE:DEVYANI-EQ
NSE:EICHERMOT-EQ
NSE:3MINDIA-EQ
NSE:GMMPFAUDLR-EQ
NSE:JKPAPER-EQ
NSE:GSPL-EQ
NSE:GALAXYSURF-EQ
NSE:AARTIDRUGS-EQ
NSE:ZFCVINDIA-EQ
NSE:JINDALSAW-EQ
NSE:TIINDIA-EQ
NSE:CCL-EQ
NSE:AEGISCHEM-EQ
NSE:SHREECEM-EQ
NSE:PRAJIND-EQ
NSE:WELSPUNLIV-EQ
NSE:MAXHEALTH-EQ
NSE:BAYERCROP-EQ
NSE:CUB-EQ
NSE:BIRLACORPN-EQ
NSE:BIKAJI-EQ
NSE:HFCL-EQ
NSE:PAYTM-EQ
