Symbol
NSE:BPCL-EQ
NSE:POWERGRID-EQ
NSE:ONGC-EQ
NSE:ADANIPORTS-EQ
NSE:NTPC-EQ
NSE:COALINDIA-EQ
NSE:TATACONSUM-EQ
NSE:TCS-EQ
NSE:TATASTEEL-EQ
NSE:HEROMOTOCO-EQ
NSE:JSWSTEEL-EQ
NSE:WIPRO-EQ
NSE:LTIM-EQ
NSE:INFY-EQ
NSE:RELIANCE-EQ
NSE:HINDALCO-EQ
NSE:TECHM-EQ
NSE:BAJAJFINSV-EQ
NSE:ULTRACEMCO-EQ
NSE:BAJFINANCE-EQ
NSE:DIVISLAB-EQ
NSE:BAJAJ-AUTO-EQ
NSE:DRREDDY-EQ
NSE:UPL-EQ
NSE:SUNPHARMA-EQ
NSE:M&M-EQ
NSE:NESTLEIND-EQ
NSE:APOLLOHOSP-EQ
NSE:GRASIM-EQ
NSE:HCLTECH-EQ
NSE:CIPLA-EQ
NSE:SBIN-EQ
NSE:ASIANPAINT-EQ
NSE:SBILIFE-EQ
NSE:MARUTI-EQ
NSE:ADANIENT-EQ
NSE:TATAMOTORS-EQ
NSE:KOTAKBANK-EQ
NSE:BRITANNIA-EQ
NSE:BHARTIARTL-EQ
NSE:ICICIBANK-EQ
NSE:TITAN-EQ
NSE:INDUSINDBK-EQ
NSE:ITC-EQ
NSE:LT-EQ
NSE:HINDUNILVR-EQ
NSE:HDFCBANK-EQ
NSE:HDFCLIFE-EQ
NSE:AXISBANK-EQ
NSE:EICHERMOT-EQ
